responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,CORRELATION
sr9014821,A1Y5DMCQYLVL74,survey1,q_177_2,Please say both words aloud. Which one would you say?,3,comp_179_3,probably antenna-alicious,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,25648.53555053602,-1,comp_-1_-1,25648.53555053602,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_353_2,Please say both words aloud. Which one would you say?,4,comp_354_3,probably hurricane-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,27777.65922827467,-1,comp_-1_-1,27777.65922827467,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_149_2,Please say both words aloud. Which one would you say?,5,comp_150_3,probably asylum-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,31888.676313432872,-1,comp_-1_-1,31888.676313432872,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_113_2,Please say both words aloud. Which one would you say?,6,comp_114_3,probably orthodonist-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,34208.805482963944,-1,comp_-1_-1,34208.805482963944,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_377_2,Please say both words aloud. Which one would you say?,7,comp_379_3,probably korea-athon,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,37787.76236063922,-1,comp_-1_-1,37787.76236063922,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_81_2,Please say both words aloud. Which one would you say?,8,comp_82_3,probably chili-licious,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,40201.545941791584,-1,comp_-1_-1,40201.545941791584,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_61_2,Please say both words aloud. Which one would you say?,9,comp_62_3,probably secret-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,43992.40442915848,-1,comp_-1_-1,43992.40442915848,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_129_2,Please say both words aloud. Which one would you say?,10,comp_130_3,probably ceramic-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,48081.4601618349,-1,comp_-1_-1,48081.4601618349,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_357_2,Please say both words aloud. Which one would you say?,11,comp_358_3,probably valentine-thon,1,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,52144.82399676152,-1,comp_-1_-1,52144.82399676152,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_349_2,Please say both words aloud. Which one would you say?,12,comp_351_3,probably universe-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,53657.428360151265,-1,comp_-1_-1,53657.428360151265,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_385_2,Please say both words aloud. Which one would you say?,13,comp_387_3,probably spaghetti-athon,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,54968.96242456014,-1,comp_-1_-1,54968.96242456014,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_369_2,Please say both words aloud. Which one would you say?,14,comp_371_3,probably antenna-athon,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,56304.962665461244,-1,comp_-1_-1,56304.962665461244,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_309_2,Please say both words aloud. Which one would you say?,15,comp_311_3,probably meditation-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,59368.13624326358,-1,comp_-1_-1,59368.13624326358,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_109_2,Please say both words aloud. Which one would you say?,16,comp_111_3,probably affidavit-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,61152.324781229974,-1,comp_-1_-1,61152.324781229974,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_261_2,Please say both words aloud. Which one would you say?,17,comp_262_3,probably office-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,64089.335643337705,-1,comp_-1_-1,64089.335643337705,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_101_2,Please say both words aloud. Which one would you say?,18,comp_102_3,probably drama-licious,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,66513.00027614659,-1,comp_-1_-1,66513.00027614659,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_125_2,Please say both words aloud. Which one would you say?,19,comp_127_3,probably coliseum-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,68272.86772578748,-1,comp_-1_-1,68272.86772578748,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_169_2,Please say both words aloud. Which one would you say?,20,comp_171_3,probably nicotine-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,69712.83390381954,-1,comp_-1_-1,69712.83390381954,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_57_2,Please say both words aloud. Which one would you say?,21,comp_58_3,probably decade-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,71182.04150685012,-1,comp_-1_-1,71182.04150685012,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_117_2,Please say both words aloud. Which one would you say?,22,comp_119_3,probably meditation-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,72791.14592618776,-1,comp_-1_-1,72791.14592618776,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_69_2,Please say both words aloud. Which one would you say?,23,comp_70_3,probably office-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,74853.20157229035,-1,comp_-1_-1,74853.20157229035,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_237_2,Please say both words aloud. Which one would you say?,24,comp_238_3,probably japan-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,76915.66134368752,-1,comp_-1_-1,76915.66134368752,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_277_2,Please say both words aloud. Which one would you say?,25,comp_278_3,probably mayo-thon,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,78759.43081638443,-1,comp_-1_-1,78759.43081638443,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_389_2,Please say both words aloud. Which one would you say?,26,comp_390_3,probably miami-thon,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,80353.20174338488,-1,comp_-1_-1,80353.20174338488,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_325_2,Please say both words aloud. Which one would you say?,27,comp_327_3,probably detective-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,81963.14110405937,-1,comp_-1_-1,81963.14110405937,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_361_2,Please say both words aloud. Which one would you say?,28,comp_363_3,probably nicotine-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,83665.67716993213,-1,comp_-1_-1,83665.67716993213,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_73_2,Please say both words aloud. Which one would you say?,29,comp_73_3,definitely patrick-licious,3,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,85290.66429506827,-1,comp_-1_-1,85290.66429506827,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_221_2,Please say both words aloud. Which one would you say?,30,comp_223_3,probably cayenne-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,87009.48069044173,-1,comp_-1_-1,87009.48069044173,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_305_2,Please say both words aloud. Which one would you say?,31,comp_305_3,definitely orthodonist-thon,3,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,90463.0591497765,-1,comp_-1_-1,90463.0591497765,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_185_2,Please say both words aloud. Which one would you say?,32,comp_186_3,probably korea-licious,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,92493.82708022725,-1,comp_-1_-1,92493.82708022725,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_201_2,Please say both words aloud. Which one would you say?,33,comp_203_3,probably corvette-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,94150.93891548649,-1,comp_-1_-1,94150.93891548649,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_373_2,Please say both words aloud. Which one would you say?,34,comp_375_3,probably banana-athon,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,95556.72622239347,-1,comp_-1_-1,95556.72622239347,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_229_2,Please say both words aloud. Which one would you say?,35,comp_230_3,probably grenade-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,97448.31764453468,-1,comp_-1_-1,97448.31764453468,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_189_2,Please say both words aloud. Which one would you say?,36,comp_190_3,probably placebo-licious,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,99978.31958474671,-1,comp_-1_-1,99978.31958474671,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_205_2,Please say both words aloud. Which one would you say?,37,comp_207_3,probably stampede-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,101572.06005691973,-1,comp_-1_-1,101572.06005691973,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_133_2,Please say both words aloud. Which one would you say?,38,comp_135_3,probably detective-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,103244.29493823658,-1,comp_-1_-1,103244.29493823658,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_225_2,Please say both words aloud. Which one would you say?,39,comp_227_3,probably estate-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,104618.857150092,-1,comp_-1_-1,104618.857150092,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_341_2,Please say both words aloud. Which one would you say?,40,comp_343_3,probably asylum-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,106259.55896619205,-1,comp_-1_-1,106259.55896619205,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_25_2,Please say both words aloud. Which one would you say?,41,comp_26_3,probably champagne-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,108837.79245616814,-1,comp_-1_-1,108837.79245616814,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_85_2,Please say both words aloud. Which one would you say?,42,comp_87_3,probably mayo-alicious,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,110509.47846621276,-1,comp_-1_-1,110509.47846621276,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_213_2,Please say both words aloud. Which one would you say?,43,comp_215_3,probably typhoon-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,111916.26941366929,-1,comp_-1_-1,111916.26941366929,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_241_2,Please say both words aloud. Which one would you say?,44,comp_242_3,probably cologne-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,113369.05365216685,-1,comp_-1_-1,113369.05365216685,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_193_2,Please say both words aloud. Which one would you say?,45,comp_195_3,probably spaghetti-alicious,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,114696.99944668026,-1,comp_-1_-1,114696.99944668026,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_265_2,Please say both words aloud. Which one would you say?,46,comp_266_3,probably patrick-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,116528.40254848734,-1,comp_-1_-1,116528.40254848734,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_273_2,Please say both words aloud. Which one would you say?,47,comp_274_3,probably chili-thon,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,117869.11370634909,-1,comp_-1_-1,117869.11370634909,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_365_2,Please say both words aloud. Which one would you say?,48,comp_366_3,probably antidote-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,119259.57231156589,-1,comp_-1_-1,119259.57231156589,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_297_2,Please say both words aloud. Which one would you say?,49,comp_299_3,probably anesthetic-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,120619.38377907453,-1,comp_-1_-1,120619.38377907453,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_257_2,Please say both words aloud. Which one would you say?,50,comp_258_3,probably magic-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,122040.83718609714,-1,comp_-1_-1,122040.83718609714,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_141_2,Please say both words aloud. Which one would you say?,51,comp_142_3,probably eleven-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,123322.02455480346,-1,comp_-1_-1,123322.02455480346,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_9_2,Please say both words aloud. Which one would you say?,52,comp_10_3,probably corvette-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,124573.6885347156,-1,comp_-1_-1,124573.6885347156,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_157_2,Please say both words aloud. Which one would you say?,53,comp_158_3,probably universe-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,126478.87033805886,-1,comp_-1_-1,126478.87033805886,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_45_2,Please say both words aloud. Which one would you say?,54,comp_47_3,probably japan-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,127994.87914053055,-1,comp_-1_-1,127994.87914053055,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_245_2,Please say both words aloud. Which one would you say?,55,comp_246_3,probably marine-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,129244.06875125968,-1,comp_-1_-1,129244.06875125968,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_21_2,Please say both words aloud. Which one would you say?,56,comp_22_3,probably typhoon-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,130620.30460986853,-1,comp_-1_-1,130620.30460986853,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_285_2,Please say both words aloud. Which one would you say?,57,comp_286_3,probably china-thon,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,132246.5219047202,-1,comp_-1_-1,132246.5219047202,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_233_2,Please say both words aloud. Which one would you say?,58,comp_235_3,probably balloon-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,133728.34259696185,-1,comp_-1_-1,133728.34259696185,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_29_2,Please say both words aloud. Which one would you say?,59,comp_30_3,probably cayenne-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,135103.45710198022,-1,comp_-1_-1,135103.45710198022,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_209_2,Please say both words aloud. Which one would you say?,60,comp_211_3,probably berlin-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,136137.8909039643,-1,comp_-1_-1,136137.8909039643,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_281_2,Please say both words aloud. Which one would you say?,61,comp_283_3,probably hero-athon,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,137356.57025261424,-1,comp_-1_-1,137356.57025261424,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_345_2,Please say both words aloud. Which one would you say?,62,comp_348_3,definitely silverware-athon,3,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,140463.46601258367,-1,comp_-1_-1,140463.46601258367,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_137_2,Please say both words aloud. Which one would you say?,63,comp_139_3,probably commandment-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,142419.13268073316,-1,comp_-1_-1,142419.13268073316,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_165_2,Please say both words aloud. Which one would you say?,64,comp_165_3,definitely valentine-licious,3,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,146087.82111450296,-1,comp_-1_-1,146087.82111450296,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_97_2,Please say both words aloud. Which one would you say?,65,comp_98_3,probably cuba-licious,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,150103.4475206862,-1,comp_-1_-1,150103.4475206862,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_333_2,Please say both words aloud. Which one would you say?,66,comp_335_3,probably eleven-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,152794.06924743383,-1,comp_-1_-1,152794.06924743383,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_313_2,Please say both words aloud. Which one would you say?,67,comp_314_3,probably penicillin-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,154356.64245450852,-1,comp_-1_-1,154356.64245450852,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_77_2,Please say both words aloud. Which one would you say?,68,comp_78_3,probably omelet-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,156012.84098713336,-1,comp_-1_-1,156012.84098713336,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_33_2,Please say both words aloud. Which one would you say?,69,comp_35_3,probably estate-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,159322.24355580984,-1,comp_-1_-1,159322.24355580984,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_253_2,Please say both words aloud. Which one would you say?,70,comp_254_3,probably secret-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,161322.1371350083,-1,comp_-1_-1,161322.1371350083,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_41_2,Please say both words aloud. Which one would you say?,71,comp_43_3,probably balloon-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,163152.1564242063,-1,comp_-1_-1,163152.1564242063,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_173_2,Please say both words aloud. Which one would you say?,72,comp_175_3,probably antidote-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,165119.47702559677,-1,comp_-1_-1,165119.47702559677,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_145_2,Please say both words aloud. Which one would you say?,73,comp_146_3,probably opinion-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,167572.49463704176,-1,comp_-1_-1,167572.49463704176,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_293_2,Please say both words aloud. Which one would you say?,74,comp_295_3,probably drama-athon,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,169166.08762572455,-1,comp_-1_-1,169166.08762572455,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_161_2,Please say both words aloud. Which one would you say?,75,comp_163_3,probably hurricane-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,170541.06114884507,-1,comp_-1_-1,170541.06114884507,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_329_2,Please say both words aloud. Which one would you say?,76,comp_330_3,probably commandment-thon,1,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,172244.54850033927,-1,comp_-1_-1,172244.54850033927,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_249_2,Please say both words aloud. Which one would you say?,77,comp_250_3,probably decade-thon,1,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,174119.13791622594,-1,comp_-1_-1,174119.13791622594,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_89_2,Please say both words aloud. Which one would you say?,78,comp_91_3,probably hero-alicious,1,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,175447.4296638916,-1,comp_-1_-1,175447.4296638916,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_181_2,Please say both words aloud. Which one would you say?,79,comp_183_3,probably banana-alicious,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,176728.58144493445,-1,comp_-1_-1,176728.58144493445,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_105_2,Please say both words aloud. Which one would you say?,80,comp_106_3,probably anesthetic-licious,1,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,178275.46254552397,-1,comp_-1_-1,178275.46254552397,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_301_2,Please say both words aloud. Which one would you say?,81,comp_302_3,probably affidavit-thon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,179760.46320081604,-1,comp_-1_-1,179760.46320081604,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_197_2,Please say both words aloud. Which one would you say?,82,comp_199_3,probably miami-alicious,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,182150.44958511286,-1,comp_-1_-1,182150.44958511286,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_17_2,Please say both words aloud. Which one would you say?,83,comp_19_3,probably berlin-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,183634.78297171363,-1,comp_-1_-1,183634.78297171363,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_53_2,Please say both words aloud. Which one would you say?,84,comp_55_3,probably marine-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,184978.56767182428,-1,comp_-1_-1,184978.56767182428,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_321_2,Please say both words aloud. Which one would you say?,85,comp_323_3,probably ceramic-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,186603.56403606536,-1,comp_-1_-1,186603.56403606536,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_37_2,Please say both words aloud. Which one would you say?,86,comp_38_3,probably grenade-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,188009.81979981257,-1,comp_-1_-1,188009.81979981257,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_153_2,Please say both words aloud. Which one would you say?,87,comp_154_3,probably silverware-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,199325.52925528368,-1,comp_-1_-1,199325.52925528368,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_93_2,Please say both words aloud. Which one would you say?,88,comp_94_3,probably china-licious,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,201388.56766840236,-1,comp_-1_-1,201388.56766840236,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_65_2,Please say both words aloud. Which one would you say?,89,comp_67_3,probably magic-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,202447.66885405328,-1,comp_-1_-1,202447.66885405328,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_13_2,Please say both words aloud. Which one would you say?,90,comp_15_3,probably stampede-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,203607.87869808008,-1,comp_-1_-1,203607.87869808008,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_381_2,Please say both words aloud. Which one would you say?,91,comp_382_3,probably placebo-thon,2,vowel
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,204700.64512905834,-1,comp_-1_-1,204700.64512905834,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_121_2,Please say both words aloud. Which one would you say?,92,comp_122_3,probably penicillin-licious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,205886.95168050766,-1,comp_-1_-1,205886.95168050766,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_269_2,Please say both words aloud. Which one would you say?,93,comp_271_3,probably omelet-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,207431.8754596027,-1,comp_-1_-1,207431.8754596027,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_337_2,Please say both words aloud. Which one would you say?,94,comp_339_3,probably opinion-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,208467.1524154613,-1,comp_-1_-1,208467.1524154613,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_217_2,Please say both words aloud. Which one would you say?,95,comp_219_3,probably champagne-athon,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,209478.73277805172,-1,comp_-1_-1,209478.73277805172,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_49_2,Please say both words aloud. Which one would you say?,96,comp_51_3,probably cologne-alicious,2,consonant
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,210494.2712416433,-1,comp_-1_-1,210494.2712416433,-1,
sr9014821,A1Y5DMCQYLVL74,survey1,q_289_2,Please say both words aloud. Which one would you say?,97,comp_291_3,probably cuba-athon,2,schwa
sr9014821,A1Y5DMCQYLVL74,survey1,q_-1_-1,211511.87858036705,-1,comp_-1_-1,211511.87858036705,-1,
sr9014822,A2BZJJP6YKOI7X,survey1,q_325_2,Please say both words aloud. Which one would you say?,22,comp_326_3,probably detective-thon,1,consonant
sr9014822,A2BZJJP6YKOI7X,survey1,q_7_2,Are you a native speaker of English?,0,comp_7_3,Yes,0,
sr9014822,A2BZJJP6YKOI7X,survey1,q_-1_-1,4156.000000000859,-1,comp_-1_-1,4156.000000000859,-1,
sr9014822,A2BZJJP6YKOI7X,survey1,q_2_2,What is your age?,1,comp_4_3,36-45,2,
sr9014822,A2BZJJP6YKOI7X,survey1,q_-1_-1,7523.9999999994325,-1,comp_-1_-1,7523.9999999994325,-1,
sr9014822,A2BZJJP6YKOI7X,survey1,q_357_2,Please say both words aloud. Which one would you say?,2,comp_359_3,probably valentine-athon,1,consonant
sr9014822,A2BZJJP6YKOI7X,survey1,q_-1_-1,15639.999999999418,-1,comp_-1_-1,15639.999999999418,-1,
sr9014822,A2BZJJP6YKOI7X,survey1,q_385_2,Please say both words aloud. Which one would you say?,3,comp_386_3,probably spaghetti-thon,1,vowel
sr9014822,A2BZJJP6YKOI7X,survey1,q_-1_-1,18313.000000000102,-1,comp_-1_-1,18313.000000000102,-1,
sr9014822,A2BZJJP6YKOI7X,survey1,q_225_2,Please say both words aloud. Which one would you say?,4,comp_227_3,probably estate-athon,2,consonant
sr9014822,A2BZJJP6YKOI7X,survey1,q_-1_-1,20512.000000000626,-1,comp_-1_-1,20512.000000000626,-1,
sr9014822,A2BZJJP6YKOI7X,survey1,q_241_2,Please say both words aloud. Which one would you say?,5,comp_241_3,definitely cologne-thon,0,consonant
sr9014822,A2BZJJP6YKOI7X,survey1,q_-1_-1,23143.00000000003,-1,comp_-1_-1,23143.00000000003,-1,
